epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,344.772,2.35592,3.0454,1.81936,0.01471,0.5623,0.12932,0.04609,2.15362,3.49685,1.64514,0.00040008,0.00040008,0.00040008
2,783.061,2.12334,2.11612,1.57225,0.01804,0.66973,0.2635,0.08912,2.09567,3.12798,1.57763,0.000412499,0.000412499,0.000412499
