 ,Area,Mean,Min,Max
1,1,255,255,255
2,1,255,255,255
3,2,255,255,255
4,1,255,255,255
5,21,255,255,255
6,1,255,255,255
7,138,255,255,255
8,3,255,255,255
9,2,255,255,255
10,1,255,255,255
11,3,255,255,255
12,5,255,255,255
13,84,255,255,255
14,7,255,255,255
15,13,255,255,255
